,id1,id2
1360,1425878,2946695
1361,1089102,2347466
1362,1375446,2777723
1363,1837961,2632840
1364,1673503,2808262
1365,1501222,2152558
1366,1363661,2976201
1367,1033593,2741174
1368,1760554,2130828
1369,1067984,2723849
1370,1895921,2327766
1371,1660757,2887875
1372,1492229,2937321
1373,1559257,2166866
1374,1121916,2739181
1375,1775808,2909461
1376,1961009,2436171
1377,1732073,2129580
1378,1857141,2599831
1379,1769308,2845050
1380,1747739,2748773
1381,1289838,2852775
1382,1681597,2673005
1383,1378315,2701814
1384,1345819,2250010
1385,1589971,2676468
1386,1760578,2102524
1387,1572950,2828474
1388,1007791,2149057
1389,1859753,2899351
1390,1141147,2625754
1391,1462601,2626061
1392,1261863,2035085
1393,1350710,2779447
1394,1846030,2611144
1395,1962991,2156065
1396,1333760,2521108
1397,1060611,2177413
1398,1967475,2388795
1399,1261227,2927621
1400,1212513,2902280
1401,1144089,2520564
1402,1415528,2371006
1403,1466231,2506568
1404,1112812,2203496
1405,1351442,2811581
1406,1638784,2086542
1407,1922530,2654293
1408,1010714,2388404
1409,1643948,2937321
1410,1854163,2254007
1411,1505234,2749361
1412,1684279,2239134
1413,1788703,2668546
1414,1536939,2815134
1415,1831382,2596444
1416,1684362,2811415
1417,1553995,2760508
1418,1556364,2406730
1419,1934815,2991655
1420,1237988,2899604
1421,1593963,2729858
1422,1322892,2767750
1423,1421981,2098905
1424,1123847,2602236
1425,1551359,2750352
1426,1620564,2978734
1427,1540136,2503291
1428,1674840,2674156
1429,1735402,2582452
1430,1152329,2679377
1431,1460013,2118797
1432,1377851,2801360
1433,1784999,2279657
1434,1498946,2336388
1435,1995280,2029708
1436,1282945,2449920
1437,1899073,2057135
1438,1008540,2639461
1439,1673737,2622677
1440,1829689,2692964
1441,1826776,2495661
1442,1011995,2957529
1443,1483461,2559792
1444,1952633,2777201
1445,1419158,2195271
1446,1701293,2119997
1447,1793574,2052388
1448,1100809,2364806
1449,1920940,2602629
1450,1219713,2047765
1451,1838194,2330581
1452,1633767,2931902
1453,1245996,2330044
1454,1856597,2864460
1455,1752587,2922589
1456,1078626,2720336
1457,1117217,2863326
1458,1703383,2147378
1459,1288184,2156547
1460,1312416,2932318
1461,1189391,2695735
1462,1029501,2985122
1463,1175471,2095182
1464,1181943,2395495
1465,1369446,2835719
1466,1867024,2077082
1467,1938164,2503291
1468,1830172,2280174
1469,1691366,2639461
1470,1391972,2696112
1471,1929126,2783821
1472,1168430,2744029
1473,1076936,2755947
1474,1448479,2901444
1475,1735241,2528922
1476,1362485,2595659
1477,1355760,2197154
1478,1349655,2433408
1479,1733018,2669984
1480,1290171,2675761
1481,1588860,2381422
1482,1595681,2869916
1483,1380175,2335526
1484,1570683,2518464
1485,1158984,2258286
1486,1165100,2050942
1487,1255062,2920980
1488,1461206,2030644
1489,1757186,2741648
1490,1544129,2997680
1491,1101447,2209143
1492,1128734,2175440
1493,1237892,2370111
1494,1089636,2269447
1495,1147544,2439703
1496,1336761,2831351
1497,1634313,2814212
1498,1007642,2023434
1499,1373313,2669339
1500,1249645,2996008
1501,1898158,2378874
1502,1879362,2030147
1503,1017030,2902280
1504,1902710,2932318
1505,1696390,2925214
1506,1074522,2278124
1507,1760598,2960801
1508,1827059,2312777
1509,1874514,2155614
1510,1746589,2872347
1511,1954054,2916775
1512,1910010,2722502
1513,1729186,2094284
1514,1068359,2099231
1515,1099112,2896728
1516,1733613,2944038
1517,1579426,2471777
1518,1358771,2397998
1519,1339853,2570889
1520,1156723,2943062
1521,1984442,2068565
1522,1267062,2574971
1523,1132713,2374429
1524,1926229,2186455
1525,1505206,2611099
1526,1854183,2061594
1527,1257846,2280814
1528,1197489,2018061
1529,1658424,2130828
1530,1132701,2670518
1531,1811476,2273481
1532,1933469,2588082
1533,1337014,2299869
1534,1189696,2875846
1535,1871130,2933985
1536,1580145,2450051
1537,1728300,2787179
1538,1029739,2494412
1539,1934469,2461846
1540,1051476,2792721
1541,1349673,2626719
1542,1111666,2517648
1543,1325680,2859574
1544,1559558,2714098
1545,1862908,2375955
1546,1124368,2211094
1547,1479306,2655153
1548,1164317,2374156
1549,1195052,2242978
1550,1619136,2328329
1551,1321902,2962098
1552,1599833,2374429
1553,1844720,2177132
1554,1144778,2657852
1555,1112181,2671331
1556,1950168,2518498
1557,1892659,2863326
1558,1402271,2750964
1559,1903497,2971136
1560,1463766,2277505
1561,1749418,2821339
1562,1813404,2141069
1563,1953138,2094382
1564,1232338,2371615
1565,1798513,2300479
1566,1066078,2522180
1567,1623082,2047737
1568,1752522,2956385
1569,1411881,2748773
1570,1433908,2771917
1571,1776405,2229204
1572,1190286,2075905
1573,1154627,2685733
1574,1924252,2780255
1575,1828585,2325697
1576,1924388,2415110
1577,1502178,2327322
1578,1346856,2976647
1579,1653738,2096354
1580,1993685,2045143
1581,1577676,2882986
1582,1461581,2270841
1583,1242688,2344070
1584,1897043,2554355
1585,1486249,2298150
1586,1934009,2280086
1587,1837324,2276763
1588,1378656,2649194
1589,1179538,2872849
1590,1912674,2228075
1591,1243685,2304310
1592,1011770,2452726
1593,1396273,2041945
1594,1514004,2760508
1595,1220976,2327019
1596,1987882,2813173
1597,1310500,2664544
1598,1256867,2772318
1599,1411967,2452529
1600,1831024,2862389
1601,1775896,2268325
1602,1747038,2797441
1603,1659100,2555722
1604,1882435,2485023
1605,1685918,2926128
1606,1473927,2043422
1607,1631303,2821922
1608,1755328,2933944
1609,1530794,2410418
1610,1344242,2752057
1611,1918466,2937095
1612,1076786,2423548
1613,1930730,2638853
1614,1098871,2583674
1615,1403472,2699389
1616,1571075,2150474
1617,1508877,2742395
1618,1377070,2820200
1619,1768497,2354397
1620,1287523,2385470
1621,1919882,2344231
1622,1164545,2261360
1623,1821093,2994479
1624,1155363,2627993
1625,1885922,2270841
1626,1848955,2040216
1627,1986132,2692185
1628,1308468,2664544
1629,1020907,2202630
1630,1534909,2811048
1631,1231780,2868693
1632,1293588,2510276
1633,1905611,2454784
1634,1484686,2650900
1635,1531972,2584565
1636,1119417,2884012
1637,1216071,2467755
1638,1774824,2588188
1639,1476747,2388001
1640,1520264,2309354
1641,1265221,2554355
1642,1596068,2066682
1643,1369794,2963394
1644,1736348,2281058
1645,1706737,2257837
1646,1360791,2614975
1647,1858133,2535561
1648,1350072,2077879
1649,1104733,2000927
1650,1587496,2797943
1651,1203533,2856729
1652,1694813,2521695
1653,1322792,2099004
1654,1534428,2483290
1655,1515054,2698988
1656,1181563,2327045
1657,1698213,2327019
1658,1342261,2930124
1659,1984220,2336365
1660,1128514,2518327
1661,1990833,2197063
1662,1113486,2900859
1663,1324560,2483290
1664,1658412,2825790
1665,1985067,2119670
1666,1896737,2199051
1667,1678672,2176586
1668,1658151,2647546
1669,1618123,2820945
1670,1572315,2677148
1671,1543858,2949938
1672,1000808,2884143
1673,1209769,2861289
1674,1605838,2182938
1675,1983136,2471390
1676,1251211,2634888
1677,1422752,2370919
1678,1540064,2871550
1679,1209342,2596224
1680,1652550,2677148
1681,1621290,2627916
1682,1811160,2632474
1683,1399318,2325886
1684,1170898,2996064
1685,1477222,2501295
1686,1699980,2913811
1687,1088819,2772723
1688,1923420,2885054
1689,1347097,2298150
1690,1145866,2519601
1691,1978076,2624409
1692,1777499,2903125
1693,1267343,2844752
1694,1326082,2825006
1695,1065994,2217321
1696,1226382,2244245
1697,1273121,2766325
1698,1452028,2091058
1699,1033772,2048640
1700,1038146,2962786
1701,1478652,2045600
1702,1747708,2581840
1703,1425228,2840870
1704,1895745,2772974
1705,1951546,2228075
1706,1266495,2808240
1707,1067518,2068093
1708,1788331,2338457
1709,1735630,2664544
1710,1288246,2962643
1711,1783436,2349695
1712,1647544,2013308
1713,1675888,2002489
1714,1737189,2288969
1715,1566195,2253596
1716,1872398,2814517
1717,1845870,2331345
1718,1934694,2949029
1719,1116853,2029102
1720,1503939,2332365
1721,1559266,2899351
1722,1263599,2220834
1723,1390985,2459252
1724,1066053,2580721
1725,1777919,2308702
1726,1033499,2067329
1727,1966363,2634888
1728,1914710,2760508
1729,1535255,2389148
1730,1741138,2468446
1731,1253570,2729960
1732,1378754,2798715
1733,1743977,2276672
1734,1112098,2667866
1735,1827237,2699389
1736,1823455,2205105
1737,1301558,2753605
1738,1921720,2694286
1739,1513432,2044643
1740,1626652,2344196
1741,1713262,2562677
1742,1594841,2277073
1743,1625072,2683948
1744,1965600,2325084
1745,1787764,2521108
1746,1742138,2001657
1747,1911942,2941041
1748,1405464,2702116
1749,1502321,2098059
1750,1506464,2664544
1751,1449958,2002889
1752,1229295,2380405
1753,1435083,2068565
1754,1647047,2929171
1755,1536117,2533332
1756,1453926,2241318
